name,ratings,reviews,type_locations,salaries,interviews,jobs,benefits
Invenio Business Solutions,3.4,(181),IT Services & Consulting | Hyderabad / Secunderabad +6 other locations,1.5k,10,14,16
Sequretek It Solutions,3.4,(181),Emerging Technologies | Mumbai +10 other locations,1.1k,11,12,6
Gokul Agro Resources,3.8,(181),FMCG | Gandhidham +17 other locations,842,15,9,5
Ess Kay Group,3.6,(181),Industrial Machinery | Greater Noida +15 other locations,599,13,10,5
Innover Digital,3.9,(186),IT Services & Consulting | Kolkata +7 other locations,718,20,14,9
NMTronics India Private Limited,3.2,(181),Electronics Manufacturing | Noida +10 other locations,449,31,9,11
Burman Hospitality,3.8,(181),Hospitality | New Delhi +26 other locations,647,10,10,15
Brnd.Me,3.7,(181),Internet | Bangalore / Bengaluru +12 other locations,818,17,9,2
Salasar Techno Engineering,4.2,(181),Iron & Steel | Ghaziabad +25 other locations,872,16,5,10
PPMS Field Marketing,3.9,(181),Marketing & Advertising | Chennai +34 other locations,478,10,--,8
Kundan Group,3.2,(181),Jewellery | New Delhi +21 other locations,612,16,2,1
Ambuja Cement Foundation,3.8,(180),Non-Profit | Jaipur +62 other locations,472,13,2,11
Labtron Equipment,3.5,(180),Hyderabad / Secunderabad +9 other locations,289,23,--,1
IFB Agro Industries,4.0,(180),Beverage | Kolkata +31 other locations,664,8,--,24
NHPC,4.1,(180),Power | Faridabad +26 other locations,475,11,--,24
Ghatge Patil Industries,3.8,(180),Industrial Machinery | Kolhapur +8 other locations,878,3,--,5
Wepsol,3.5,(181),IT Services & Consulting | Bangalore / Bengaluru +21 other locations,802,8,10,11
Jai Kisan,3.1,(180),Internet | Mumbai +31 other locations,554,15,--,6
Miraj Group,4.1,(180),Printing & Publishing | Udaipur +26 other locations,755,12,1,15
Timezone Entertainment,3.4,(180),Events | Mumbai +34 other locations,483,11,--,9
The Hindu Group,3.9,(180),Printing & Publishing | Chennai +19 other locations,895,10,7,15
GE Transportation,4.3,(180),Industrial Machinery | Bangalore / Bengaluru +12 other locations,866,4,40,18
The Hindu Group,3.9,(180),Printing & Publishing | Chennai +19 other locations,895,10,7,15
Shemaroo Entertainment,3.5,(180),Media & Entertainment | Mumbai +3 other locations,1k,9,5,14
GE Transportation,4.3,(180),Industrial Machinery | Bangalore / Bengaluru +12 other locations,866,4,40,18
Delhi World Public School,3.5,(181),Education & Training | Kolkata +55 other locations,661,17,11,19
Indus Motors,4.0,(180),Automobile | Kochi +32 other locations,644,3,18,15
Jubilant Industries,3.9,(180),Agro Chemicals | New Delhi +36 other locations,1.1k,18,--,14
Solverminds Solutions and Technologies,3.3,(180),IT Services & Consulting | Chennai +4 other locations,1.3k,20,--,6
INDIA TODAY GROUP,3.7,(180),Media & Entertainment | Noida +11 other locations,1.1k,12,--,20
Capricorn Logistics,3.6,(180),Logistics | Mumbai +23 other locations,695,5,--,9
United Nations Development Programme,4.1,(180),Non-Profit | New Delhi +57 other locations,501,16,2,15
Target Engineering Construction Company,4.0,(180),Engineering & Construction | Abu Dhabi +16 other locations,467,11,--,15
Givaudan,4.1,(180),Beauty & Personal Care | Pune +10 other locations,1k,7,11,32
Impresario Entertainment & Hospitality,4.2,(180),Travel & Tourism | Mumbai +16 other locations,620,5,1,23
HomeBazaar.com,3.8,(180),Real Estate | Mumbai +9 other locations,628,17,148,11
Symed Labs,3.7,(180),Pharma | Hyderabad / Secunderabad +5 other locations,630,5,4,13
Gameskraft,4.1,(181),Software Product | Bangalore / Bengaluru +2 other locations,1.3k,19,19,6
Tech Mahindra Foundation,4.1,(180),Non-Profit | New Delhi +23 other locations,542,28,25,30
Muthoot Mercantile,3.4,(182),NBFC | Thiruvananthapuram +52 other locations,560,12,2,6
Oliva Skin and Hair Clinics,3.8,(180),Healthcare | Hyderabad / Secunderabad +11 other locations,604,14,9,27
Lubrizol Corporation,4.2,(180),Chemicals | Mumbai +10 other locations,837,8,17,14
Dr. Willmar Schwabe India,4.0,(180),Healthcare | Noida +28 other locations,462,7,1,13
Bygging India,3.9,(180),Engineering & Construction | New Delhi +34 other locations,621,14,10,16
Essencea Infoserv,2.6,(180),BPO | Hyderabad / Secunderabad +8 other locations,454,17,2,3
Jehangir Hospital,4.0,(180),Healthcare | Pune +5 other locations,638,8,11,15
SSK Group,3.5,(179),FMCG | Pune +62 other locations,496,5,--,11
Ayoki Fabricon,3.7,(179),Engineering & Construction | Pune +24 other locations,700,7,14,13
cFIRST,3.7,(179),Recruitment | Ahmedabad +7 other locations,628,5,--,38
Amtex Systems,2.9,(179),IT Services & Consulting | Chennai +7 other locations,1.1k,12,10,1
Central Institute of Plastics Engineering & Technology,3.8,(179),Education & Training | Chennai +35 other locations,629,4,--,22
Global Hospital Pune India,3.9,(179),Mumbai +19 other locations,536,7,--,28
Swelect Energy Systems,3.9,(181),Electrical Equipment | Chennai +40 other locations,492,14,1,8
SeQuent Scientific,3.7,(179),Pharma | Mumbai +17 other locations,715,3,2,12
Corrtech International,3.2,(179),Engineering & Construction | Ahmedabad +44 other locations,694,3,--,7
RT Network Solutions,3.4,(179),IT Services & Consulting | Kolkata +33 other locations,599,13,4,11
Cex Webuy Entertainment,3.4,(179),Retail | Mumbai +10 other locations,1k,21,9,25
Nippon Data Systems,3.7,(180),IT Services & Consulting | New Delhi +25 other locations,1k,25,2,7
Inspiredge IT Solutions,3.9,(179),IT Services & Consulting | Visakhapatnam +5 other locations,946,12,16,25
Unilog Content Solutions ( P),3.5,(179),Software Product | Mysuru / Mysore +5 other locations,1.2k,17,5,14
Oswal Group,3.8,(179),Fashion & Textile | Ludhiana +14 other locations,653,12,3,3
Qube Cinema Technologies,3.8,(179),Media & Entertainment | Chennai +11 other locations,780,6,4,19
Accurate Engineering Company,3.2,(179),Industrial Machinery | Pune +26 other locations,884,11,26,17
IRIS KPO Resourcing,3.8,(179),Analytics & KPO | Chennai +1 other locations,872,15,4,7
Icl Fincorp,3.3,(179),NBFC | Thrissur +32 other locations,596,22,8,1
Air India Express,3.4,(179),Aviation | New Delhi +24 other locations,908,16,9,11
Graygraph Technologies Private Limited,4.4,(179),IT Services & Consulting | Noida +4 other locations,587,32,18,2
Sagar Hospital,4.2,(179),Healthcare | Bangalore / Bengaluru +7 other locations,591,6,6,15
Jayanita Exports,3.3,(179),Furniture & Furnishing | Greater Noida +11 other locations,664,17,--,15
Phenix Construction Technologies,4.0,(179),Engineering & Construction | Ahmedabad +13 other locations,752,16,--,32
Ansal Api,3.8,(179),Real Estate | New Delhi +17 other locations,453,11,--,10
Zen Technologies,3.5,(179),Defence & Aerospace | Hyderabad / Secunderabad +8 other locations,810,24,15,10
ACUTAAS CHEMICALS LIMITED,3.7,(179),Pharma | Surat +8 other locations,1k,15,1,9
DSM SOFT,2.9,(179),IT Services & Consulting | Tiruchirappalli +5 other locations,783,11,2,13
Hurix Systems,3.6,(179),Content Development | Chennai +4 other locations,924,18,39,20
Gates,3.9,(179),Industrial Automation | Faridabad +18 other locations,920,12,1,21
AMBITION JOB,4.1,(179),Recruitment | Hyderabad / Secunderabad +27 other locations,78,47,--,22
GVK Group,3.9,(179),Engineering & Construction | Hyderabad / Secunderabad +37 other locations,700,11,--,14
Burger Singh,3.6,(179),Hospitality | New Delhi +29 other locations,535,14,7,3
TekisHub Consulting Services,3.9,(179),IT Services & Consulting | Hyderabad / Secunderabad +13 other locations,938,23,--,5
Talwalkars Better Value Fitness,4.2,(178),Fitness & Wellness | Mumbai +55 other locations,438,6,--,30
CR Asia,4.1,(178),Oil & Gas | Jamnagar +12 other locations,637,11,--,33
Swal Corporation,4.2,(178),Agro Chemicals | Pune +77 other locations,334,9,--,10
Overseas Health Care,3.1,(178),Pharma | Phillaur +42 other locations,440,14,--,13
SPIE Oil & Gas Services,4.3,(178),Oil & Gas | Doha +22 other locations,265,9,--,22
CR Asia,4.1,(178),Oil & Gas | Jamnagar +12 other locations,637,11,--,33
Kapil Chit Funds,4.0,(178),FinTech | Hyderabad / Secunderabad +47 other locations,364,4,--,18
Steadfast Medishield,4.0,(178),Pharma | Noida +14 other locations,392,18,1,38
Nippon Konpo,4.0,(178),Logistics | Gurgaon / Gurugram +16 other locations,507,9,--,12
Sigma Supply Chain Solutions,3.4,(178),Logistics | Noida +45 other locations,443,4,--,8
S kant Healthcare Ltd,4.7,(178),Pharma | Vapi +8 other locations,466,8,4,8
Gpt Infraprojects,3.8,(178),Engineering & Construction | Kolkata +24 other locations,539,6,--,11
Experion Developers,4.7,(179),Real Estate | Gurgaon / Gurugram +9 other locations,589,5,--,10
Intense Technologies,3.6,(178),IT Services & Consulting | Hyderabad / Secunderabad +13 other locations,1.2k,12,1,18
MEP Infrastructure Developers,3.6,(178),Engineering & Construction | Mumbai +21 other locations,872,11,16,18
OneBanc Technologies,4.8,(178),FinTech | Gurgaon / Gurugram +1 other locations,205,40,3,12
Axa Parenterals,3.7,(178),Medical Equipment | Roorkee +9 other locations,726,18,--,17
Zeon Lifesciences,4.0,(178),Fitness & Wellness | Paonta Sahib +6 other locations,678,39,4,13
Diksha Technologies,3.2,(178),IT Services & Consulting | Bangalore / Bengaluru +6 other locations,823,5,11,38
Jarvis Technology and Strategy Consulting,3.4,(178),Management Consulting | New Delhi +36 other locations,772,22,1,7
Relyon Softech,3.9,(178),Software Product | Bangalore / Bengaluru +15 other locations,895,18,2,20
Afflatus Gravures,3.8,(178),Printing & Publishing | Noida +12 other locations,682,16,5,13
Bambino Agro Industries,4.0,(178),Food Processing | Hyderabad / Secunderabad +30 other locations,746,7,2,17
Leena Powertech Engineers,3.6,(178),Engineering & Construction | Mumbai +12 other locations,523,9,2,6
Fabtech Projects & Engineers,3.9,(178),Engineering & Construction | Pune +20 other locations,774,14,2,10
Hotel Parle International,3.8,(178),Mumbai +69 other locations,821,11,1,1
The Pride Hotel,3.2,(178),Hospitality | Pune +22 other locations,673,8,32,20
DesiCrew Solutions,3.2,(178),Financial Services | Chennai +14 other locations,670,12,28,9
Diksha Technologies,3.2,(178),IT Services & Consulting | Bangalore / Bengaluru +6 other locations,823,5,11,38
Raptim Research,4.4,(178),Clinical Research | Mumbai +3 other locations,931,14,--,15
Truemeds,3.5,(178),Pharma | Mumbai +21 other locations,798,21,90,2
Sulphur Mills,3.8,(178),Agro Chemicals | Mumbai +30 other locations,809,13,2,21
Lalitpur Power Generation,4.3,(178),Power | Lalitpur +10 other locations,598,9,--,13
Afflatus Gravures,3.8,(178),Printing & Publishing | Noida +12 other locations,682,16,5,13
Relyon Softech,3.9,(178),Software Product | Bangalore / Bengaluru +15 other locations,895,18,2,20
DESIGNCO,4.0,(178),Import & Export | Moradabad +7 other locations,721,14,15,13
alliantgroup,2.1,(179),Management Consulting | Hyderabad / Secunderabad +3 other locations,911,23,--,8
Lithium Urban Technologies,3.6,(178),Urban Transport | Bangalore / Bengaluru +13 other locations,661,9,1,5
insightsoftware,3.7,(179),Software Product | Hyderabad / Secunderabad +5 other locations,920,30,8,2
MSL Driveline Systems,4.2,(178),Auto Components | Nashik +8 other locations,621,3,--,14
Compuage Infocom,4.1,(177),Hardware & Networking | Mumbai +41 other locations,846,9,8,19
Matrix Cellular Services,4.0,(177),Telecom | New Delhi +20 other locations,453,2,--,18
SYNCHRONIZED SUPPLY SYSTEMS,4.0,(177),Logistics | Gurgaon / Gurugram +19 other locations,611,10,--,19
Target Publications,3.7,(177),Printing & Publishing | Mumbai +10 other locations,305,15,13,6
Collage,4.2,(177),Retail | Chennai +78 other locations,435,17,--,9
AIG,3.9,(177),Insurance | Bangalore / Bengaluru +13 other locations,1k,10,2,34
Hitek Syndicate,3.6,(177),Banking | New Delhi +16 other locations,425,8,--,6
Jaslok Hospital and Research Centre,4.1,(177),Healthcare | Mumbai +10 other locations,719,9,8,18
Jagatjit Industries,3.6,(177),Beverage | New Delhi +23 other locations,585,6,--,14
Stedman Pharmaceuticals,4.0,(177),Pharma | Chennai +30 other locations,330,18,3,28
Tata Memorial Hospital,4.2,(177),Healthcare | Mumbai +10 other locations,616,10,--,18
U.S. Polo Assn,4.3,(177),Retail | Bangalore / Bengaluru +52 other locations,479,8,--,16
Macmet Engineering,3.9,(177),Industrial Machinery | Kolkata +16 other locations,629,11,1,20
OneAdvanced,3.0,(177),IT Services & Consulting | Bangalore / Bengaluru +6 other locations,1k,19,15,1
Prgx India,3.4,(177),Accounting & Auditing | Pune +2 other locations,1.2k,14,57,21
Wintax Solution,4.8,(177),Recruitment | Surat +61 other locations,26,4,--,114
Privi Speciality Chemicals,3.9,(177),Chemicals | Mahad +13 other locations,826,21,5,11
Ecolab Digital Center,3.5,(177),Chemicals | Bangalore / Bengaluru +3 other locations,1.5k,24,--,8
Hyderabad Metro Rail,4.0,(177),Railways | Hyderabad / Secunderabad +5 other locations,509,11,--,22
Reliance Corporate IT Park,4.0,(177),Mumbai +38 other locations,663,7,--,17
Fangs Technology,4.1,(177),Consumer Electronics & Appliances | Chennai +23 other locations,730,6,--,17
Kamdhenu,3.7,(177),Building Material | Gurgaon / Gurugram +44 other locations,541,9,3,16
Cadworks India,4.8,(177),Design | New Delhi +6 other locations,59,5,--,6
Bharat Benz,4.2,(177),Automobile | Chennai +78 other locations,535,9,--,24
Panchshil Realty,4.3,(177),Real Estate | Pune +3 other locations,881,12,--,14
Swipewire Technologies,3.7,(177),Software Product | Chennai +4 other locations,967,21,--,4
Reliance Smart Point,4.2,(177),Bangalore / Bengaluru +76 other locations,410,19,--,9
ANEWA Engineering,3.7,(177),Engineering & Construction | Hyderabad / Secunderabad +1 other locations,944,4,--,15
Healthplix Technologies,3.0,(177),Fitness & Wellness | Bangalore / Bengaluru +29 other locations,1.1k,28,12,15
Paychex IT Solutions India,3.4,(177),Software Product | Bangalore / Bengaluru +3 other locations,971,27,17,5
Don Bosco Tech Society,4.0,(177),Non-Profit | New Delhi +50 other locations,331,11,10,25
Allset Business Solutions,3.8,(177),BPO | Chennai +11 other locations,901,15,--,7
Cipla Industries,3.9,(177),Pharma | Mumbai +31 other locations,712,12,--,30
LiquidHub,3.6,(176),IT Services & Consulting | Hyderabad / Secunderabad +8 other locations,761,14,--,31
Vrinsoft Technology,4.6,(176),IT Services & Consulting | Ahmedabad +2 other locations,220,25,10,7
ShopX,4.4,(176),Internet | Bangalore / Bengaluru +30 other locations,747,1,--,23
Escorts Construction Equipment,4.0,(176),Industrial Machinery | Faridabad +25 other locations,685,8,--,28
L&T Buildings & Factories,3.8,(176),Engineering & Construction | Mumbai +27 other locations,148,8,--,94
Ashish Life Science,3.7,(176),Pharma | Mumbai +10 other locations,560,15,9,53
Swaraj Engines,3.7,(176),Automobile | Mohali +10 other locations,547,10,--,14
American InfoSource,3.4,(176),IT Services & Consulting | Vadodara +2 other locations,833,15,19,15
Minda Stoneridge Instruments,3.4,(176),Auto Components | Pune +7 other locations,895,17,--,5
Architect Hafeez Contractor,3.1,(176),Architecture & Interior Design | Mumbai +9 other locations,477,12,--,9
American InfoSource,3.4,(176),IT Services & Consulting | Vadodara +2 other locations,833,15,19,15
Ashish Life Science,3.7,(176),Pharma | Mumbai +10 other locations,560,15,9,53
Swaraj Engines,3.7,(176),Automobile | Mohali +10 other locations,547,10,--,14
Minda Stoneridge Instruments,3.4,(176),Auto Components | Pune +7 other locations,895,17,--,5
Kyb Motorcycle Suspension,3.7,(176),Industrial Machinery | Chennai +13 other locations,545,15,--,14
KayBee Bio Organics,3.7,(176),Agro Chemicals | Pune +15 other locations,332,27,14,2
Wibmo,3.2,(176),FinTech | Bangalore / Bengaluru +4 other locations,1.1k,7,--,10
Kolors Healthcare,3.6,(176),Healthcare | Hyderabad / Secunderabad +29 other locations,661,16,6,9
Monomark Engineering,4.1,(176),Engineering & Construction | Chittorgarh +25 other locations,609,13,12,13
Radiant Appliances,4.1,(176),Electronics Manufacturing | Hyderabad / Secunderabad +6 other locations,694,13,--,16
AMS Comtel BPMS,3.2,(176),IT Services & Consulting | New Delhi +13 other locations,696,10,6,11
Tropilite Foods,3.6,(176),Food Processing | Gwalior +29 other locations,555,13,7,13
Wellspring Healthcare,2.9,(176),Healthcare | Mumbai +27 other locations,485,7,--,18
Donear Industries,3.2,(176),Fashion & Textile | Mumbai +19 other locations,802,8,--,7
"Webasto Roofsystems India Pvt Ltd,",3.8,(176),Automobile | Pune +8 other locations,833,15,--,7
Monginis Foods,3.6,(176),Food Processing | Mumbai +28 other locations,667,8,--,19
Pegasus InfoCorp,2.9,(176),IT Services & Consulting | Mumbai +10 other locations,1k,18,7,16
Agrim,3.2,(177),Agriculture | Gurgaon / Gurugram +13 other locations,715,22,21,6
ABT Maruti,3.9,(176),Automobile | Chennai +19 other locations,731,3,3,11
Elsevier,3.8,(176),Printing & Publishing | Chennai +10 other locations,1.2k,23,64,13
Gunnebo,3.8,(176),Defence & Aerospace | Vadodara +13 other locations,763,12,--,15
